,Case Number,Date,Type,Country,Area,Activity,Injury,Fatal (Y/N)
244,2014.12.28.c,28-Dec-14,Invalid,SOUTH AFRICA,KwaZulu-Natal,Swimming,Minor cuts on feet,N
245,2014.12.28.b,28-Dec-14,Unprovoked,USA,California,Surfing,Injury to hip/leg,N
246,2014.12.28.a,28-Dec-14,Provoked,AUSTRALIA,Victoria,Fishing,Laceration to calf when he fell on shark he had caught PROVOKED INCIDENT,N
247,2014.12.23.R,Reported 23-Dec-2014,Unprovoked,JAPAN,,Diving / Filming,"No injury, shark snagged its teeth in diver's suit",N
248,2014.12.15,15-Dec-14,Unprovoked,AUSTRALIA,Queensland,Spearfishing,FATAL,Y
249,2014.12.03.R,Reported 03-Dec-2014,Provoked,SPAIN,Granada,Fishing for blue sharks,Glancing bite to wrist from netted shark PROVOKED INCIDENT,N
250,2014.11.29,29-Nov-14,Unprovoked,AUSTRALIA,Western Australia,Surfing,Minor injuries to right leg,N
251,2014.11.20,20-Nov-14,Provoked,MAURITIUS,Cargados Carajos Shoals (St. Brandon),Fishing,"FATAL, arm bitten by shark hauled on deck             PROVOKED INCIDENT",Y
252,2014.11.19,19-Nov-14,Boat,AUSTRALIA,Western Australia,Fishing,"Shark chasing fish bumped boat, no injury to occupants",N
253,2014.11.16,16-Nov-14,Unprovoked,USA,Florida,Surfing,Laceration to left hand,N
254,2014.11.17,Reported 17-Nov-2014,Boat,USA,California,,"Shark bumped boat, no injury to occupants",N
255,2014.11.13,13-Nov-14,Unprovoked,USA,Hawaii,Snorkeling,Laceration to left upper leg,N
256,2014.11.10,10-Nov-14,Unprovoked,AUSTRALIA,New South Wales,Surfing,Minor injury to lower leg and foot,N
257,2014.11.08,08-Nov-14,Unprovoked,USA,Florida,Surfing,Minor injuries to hand & arm ,N
258,2014.10.31,31-Oct-14,Unprovoked,USA,Hawaii,Surfing,Lacerations to fingers,N
259,2014.10.30,29-Oct-14,Provoked,AUSTRALIA,New South Wales,Surfing,Laceration to dorsum of left foot when he stepped on the shark     PROVOKED INCIDENT,N
260,2014.10.22,22-Oct-14,Unprovoked,USA,Hawaii,Stand-Up Paddleboarding,"No injury, paddleboard bitten",N
261,2014.10.20,20-Oct-14,Unprovoked,USA,Hawaii,Stand-Up Paddleboarding,"No injury, paddleboard bitten",N
262,2014.10.19,19-Oct-14,Boat,USA,California,Canoeing,"No injury to occupant, canoe bitten",N
263,2014.10.18,18-Oct-14,Unprovoked,USA,Hawaii,Surfing,"No injury, surfboard bitten",N
264,2014.10.17,17-Oct-14,Unprovoked,AUSTRALIA,New South Wales,Surfing,"Lacerations to left calf & ankle, puncture wounds to left foot",N
265,2014.10.14,14-Oct-14,Unprovoked,USA,South Carolina,Standing in inner tube,Lacerations to left foot,N
266,2014.10.12,12-Oct-14,Unprovoked,USA,Florida,Body surfing or Boogie boarding,Laceration to right hand/wrist,N
267,2014.10.07,07-Oct-14,Unprovoked,USA,Florida,Fishing,Thigh bitten,N
268,2014.10.11,11-Oct-14,Boat,AUSTRALIA,Western Australia,Kayaking,"Kayak deflated, no injury to occupants",N
269,2014.10.05.b,05-Oct-14,Unprovoked,USA,Florida,Surfing,Foot bitten,N
270,2014.10.05.a,05-Oct-14,Unprovoked,USA,Florida,Surfing,Foot bitten,N
271,2014.10.03.b,03-Oct-14,Boat,USA,California,Kayaking,"No injury to occupant, shark/s holded  kayak",N
272,2014.10.03.a,03-Oct-14,Boat,USA,California,Kayaking ,"No injury to occupant, shark/s holded  kayak",N
273,2014.10.02.b,02-Oct-14,Unprovoked,USA,California,Surfing,Lacerations to knee,N
274,2014.10.02.a,02-Oct-14,Unprovoked,AUSTRALIA,Western Australia,Surfing,"Left arm & right hand severed, lacerations to both legs",N
275,2014.09.21,21-Sep-14,Unprovoked,USA,Florida,Surfing,Minor injury to left foot,N
276,2014.09.13.R,Reported 12-Sep-2014,Unprovoked,FRENCH POLYNESIA,Moorea,Feeding fish,Thumb & finger nipped,N
277,2014.09.13,13-Sep-14,Invalid,USA,California,Surfing,"A hoax, no shark involvement",N
278,2014.09.09,09-Sep-14,Unprovoked,AUSTRALIA,New South Wales,Swimming,FATAL,Y
279,2014.09.06,06-Sep-14,Unprovoked,USA,Alabama,Fishing ,Leg bitten,N
280,2014.09.03,03-Sep-14,Unprovoked,USA,Massachusetts,Kayaking ,"No injury, shark bit kayak",N
281,2014.09.02,02-Sep-14,Provoked,USA,Florida,Fishing,Bitten twice on the leg by a shark he was attempting to free from his line PROVOKED INCIDENT,N
282,2014.09.00,Sep-14,Unprovoked,SPAIN,Catalonia,Playing with an air mattress,Lacerations to right hand,N
283,2014.08.31,31-Aug-14,Unprovoked,USA,Florida,Body surfing,Injury to left calf,N
284,2014.08.29.b,29-Aug-14,Unprovoked,USA,Florida,Surfing,Lacerations to shin,N
285,2014.08.29.a,29-Aug-14,Invalid,USA,Florida,,Shark involvement not confirmed,N
286,2014.08.28,28-Aug-14,Provoked,USA,Maryland,Fishing,Lacerations to foot by hooked shark PROVOKED INCIDENT,N
287,2014.08.27.c,27-Aug-14,Unprovoked,SPAIN,Alicante,Swimming,Minor lacerations to posterior lower leg,N
288,2014.08.27.b,27-Aug-14,Unprovoked,USA,North Carolina,Surfing,Laceration to left hand,N
289,2014.08.27.a,27-Aug-14,Unprovoked,USA,South Carolina,Standing,Heel bitten,N
290,2014.08.25,Reported 25-Aug-2014,Provoked,USA,Florida,Fishing for sharks,Lacerations to forearm from hooked shark PROVOKED INCIDENT,N
291,2014.08.24,24-Aug-14,Unprovoked,USA,North Carolina,Kite boarding,Laceration to left foot,N
292,2014.08.16,16-Aug-14,Unprovoked,AUSTRALIA,Western Australia,Spearfishing,Lacerations to face and neck,N
293,2014.08.12,12-Aug-14,Unprovoked,USA,Florida,Standing,Puncture wounds and lacerations to left thigh and knee,N
294,2014.08.10,10-Aug-14,Unprovoked,USA,Florida,,Puncture wounds & lacerations to foot,N
295,2014.08.09.R,09-Aug-14,Unprovoked,BAHAMAS,,Spearfishing,Puncture wounds to right foot and ankle,N
296,2014.08.09,09-Aug-14,Unprovoked,USA,Florida,Swimming,Puncture wounds to right foot & ankle,N
297,2014.08.08,08-Aug-14,Unprovoked,USA,Louisiana,Swimming,Minor lacerations to left heel and big toe,N
298,2014.08.06,06-Aug-14,Unprovoked,USA,South Carolina,Boogie boarding,Lacerations to right leg & foot,N
299,2014.08.05,05-Aug-14,Unprovoked,USA,Florida,Swimming,Lacerations to  foot,N
300,2014.08.02,02-Aug-14,Unprovoked,USA,Florida,Surfing,Foot bitten,N
301,2014.08.02,02-Aug-14,Unprovoked,USA,Florida,Boogie boarding,Laceration to ankle,N
302,2014.08.01,01-Aug-14,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,Lower limbs & thigh bitten,N
303,2014.08.00,Aug-14,Invalid,,,Sea disaster,Shark involvement prior to death not confirmed,Y
304,2014.07.27,27-Jul-14,Unprovoked,USA,North Carolina,Swimming,Left foot bitten,N
305,2014.07.22,22-Jul-14,Unprovoked,REUNION,Saint-Leu,Surfing,Lacerations to right wrist & calf,N
306,2014.07.21,21-Jul-14,Unprovoked,USA,Florida,Standing,Lacerations to right knee,N
307,2014.07.20,20-Jul-14,Unprovoked,SPAIN,Canary Islands,Wading,Minor injury,N
308,2014.07.16,16-Jul-14,Unprovoked,USA,Hawaii,Swimming,Lacerations to left foot,N
309,2014.07.14,14-Jul-14,Unprovoked,USA,Florida,Swimming,Puncture wounds to foot,N
310,2014.07.13,13-Jul-14,Invalid,BAHAMAS,West End,Shark diving,"Missing after a dive, shark involvement considered probable, but not confirmed",Y
311,2014.07.12,12-Jul-14,Unprovoked,USA,North Carolina,Body surfing,Lacerations to hand and wrist,N
312,2014.07.09,09-Jul-14,Unprovoked,USA,Florida,Surfing,Lacerations to foot,N
313,2014.07.05.b,05-Jul-14,Provoked,USA,California,Swimming,PROVOKED INCIDENT Torso bitten by shark hooked by an angler,N
314,2014.07.05.a,05-Jul-14,Unprovoked,USA,California,Surfing,"No injury, surboard bitten",N
315,2014.07.03,03-Jul-14,Unprovoked,USA,South Carolina,Body surfing,Right hand bitten,N
316,2014.06.27.R,Reported 27-Jun-2014,Boat,ST. MARTIN,,Transatlantic Rowing,His boat was holed by a shark,N
317,2014.06.25,25-Jun-14,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,No injury but shark took his pole spear,N
318,2014.06.18.b,18-Jun-14,Unprovoked,AUSTRALIA,South Australia,Surfing,"No injury, surfboard 'attacked'",N
319,2014.06.18.a,18-Jun-14,Unprovoked,AUSTRALIA,South Australia,Body boarding,Lacerations to knee,N
320,2014.06.17.R,Reported 17-Jun-2014,Provoked,AUSTRALIA,Western Australia,Petting a shark,Lacerations to right hand by captive shark PROVOKED INCIDENT,N
321,2014.06.09.c,09-Jun-14,Unprovoked,BRAZIL,,Fishing,Severe injury to arm,N
322,2014.06.09.b,09-Jun-14,Unprovoked,USA,Delaware,Standing,"Abrasion to right hand, lacerations to left forearm",N
323,2014.06.09.a,09-Jun-14,Unprovoked,AUSTRALIA,South Australia,Body boarding,Minor injury to torso,N
324,2014.06.08,08-Jun-14,Unprovoked,JAPAN,Atsumi peninsula,Surfing,Left arm bitten,N
325,2014.06.07,07-Jun-14,Unprovoked,USA,Texas,Kneeling in the water,Shallow lacerations & puncture wounds below shoulder,N
326,2014.06.01.c,01-Jun-14,Unprovoked,USA,Florida,Swimming,Laceration to right lower leg,N
327,2014.06.01.b,01-Jun-14,Unprovoked,AUSTRALIA,New South Wales,Surfing,Lacerations & puncture wounds to ankle and foot,N
328,2014.06.01.a,01-Jun-14,Unprovoked,USA,Palmyra Atoll,Tagging sharks,Laceration to left hand,N
329,2014.05.27.R,24-May-14,Unprovoked,AUSTRALIA,Queensland,Fell into the water,Lacerations to legs,N
330,2014.05.23,23-May-14,Unprovoked,FRANCE,Wallis and Futuna,Scuba diving,Lacerations to left thigh and hip,N
331,2014.05.22,22-May-14,Provoked,AUSTRALIA,New South Wales,Teasing a shark,Cut to tip of finger by a captive shark PROVOKED INCIDENT,N
332,2015.11.20,20-Nov-15,Unprovoked,ECUADOR,Galapagos Islands,Snorkeling,Lacerations to left calf,N
333,2014.05.15,15-May-14,Unprovoked,USA,Florida,Body boarding,Calf bitten,N
334,2014.05.14,14-May-14,Unprovoked,AUSTRALIA,South Australia,Surfing,"No injury, but surfboard severely damaged",N
335,2014.05.13,13-May-14,Unprovoked,USA,Florida,Wading,Lacerations and puncture wounds to right foot,N
336,2014.05.11,11-May-14,Unprovoked,USA,Georgia,Surfing,Puncture wounds to right thigh,N
337,2014.05.10.R,Reported 10-May-2014,Invalid,USA,Florida,Diving,"No injury. No attack. 12' white shark appeared curious, not aggressive & departed when prodded by spear",N
338,2014.05.06,06-May-14,Unprovoked,USA,South Carolina,Swimming,Lacerations to left foot,N
339,2014.05.01,01-May-14,Unprovoked,USA,Florida,Surfing,Laceration to right hand and cuts on fingertips,N
340,2014.04.24,24-Apr-14,Unprovoked,AUSTRALIA,Western Australia,Spearfishing,Minor injury,N
341,2014.04.22,22-Apr-14,Unprovoked,USA,Florida,Swimming,Laceration & puncture wounds to right foot,N
342,2014.04.15,15-Apr-14,Unprovoked,USA,Florida,Wading,Minor lacerations to left foot,N
343,2014.04.12.R,Reported 12-Apr-2014,Boat,SOUTH AFRICA,,Shark watching,"No injury to occupants, shark bit pontoon",N
344,2014.04.12,12-Apr-14,Provoked,SOUTH AFRICA,Eastern Cape Province,Fishing,Lacerations to leg & hand by hooked shark PROVOKED INCIDENT,N
345,2014.04.04.b,04-Apr-14,Unprovoked,USA,Florida,Surfing,Minor puncture wounds to lower left leg,N
346,2014.04.04.a,04-Apr-14,Unprovoked,USA,Florida,Surfing,Lacerations to foot,N
347,2014.04.03,03-Apr-14,Unprovoked,AUSTRALIA,New South Wales,Swimming,FATAL,Y
348,2014.03.29,29-Mar-14,Invalid,AUSTRALIA,Western Australia,Diving for lobsters,Shark bites may have been post mortem,Y
349,2014.03.22.b,22-Mar-14,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,FATAL,Y
350,2014.03.22.a,22-Mar-14,Unprovoked,USA,Florida,Kite Surfing,Lacerations to left forearm,N
351,2014.03.21,21-Mar-14,Unprovoked,USA,Florida,Surfing,Lacerations to toes and heel of right foot,N
352,2014.03.18.c,18-Mar-14,Unprovoked,NEW CALEDONIA,Baie de Sainte-Marie,Kite Surfing,Lacerations to calf,N
353,2014.03.18.b,18-Mar-14,Unprovoked,AUSTRALIA,Victoria,Surfing,Shark leapt onto surfboard; surfer uninjured ,N
354,2014.03.13,13-Mar-14,Invalid,CAYMAN ISLANDS,,Scuba diving / culling lionfish,"Caribbean reef shark buzzed him. No injury, no attack. ",N
355,2014.03.18,18-Mar-14,Invalid,AUSTRALIA,New South Wales,,"Injuries to wrist/hand by a mackerel, not a shark",N
356,2014.03.12,12-Mar-14,Unprovoked,AUSTRALIA,New South Wales,Swimming,Minor lacerations to foot,N
357,2014.03.02,02-Mar-14,Unprovoked,USA,Florida,Surfing,Lacerations to toes,N
358,2014.02.20,20-Feb-14,Unprovoked,FRENCH POLYNESIA,Society Islands,Kitesurfing,Lacerations to lower leg,N
359,2014.02.17,Reported 17-Feb-2014,Boat,PAPUA NEW GUINEA,,Sailing,"No injury to occupants, hull bitten",N
360,2014.02.08,08-Feb-14,Unprovoked,AUSTRALIA,South Australia,Spearfishing / Free diving,FATAL,Y
361,2014.02.07.b,07-Feb-14,Provoked,TRINIDAD & TOBAGO,Trinidad,Fishing,Possibly a PROVOKED INCIDENT,N
362,2014.02.07,07-Feb-14,Unprovoked,NEW ZEALAND,South Island,Surfing,Lacerations to leg,N
363,2014.01.26,26-Jan-14,Provoked,AUSTRALIA,New South Wales,Fishing,Lacerations to ring and pinky fingers of his left hand by hooked shark PROVOKED INCIDENT,N
364,2014.01.25,25-Jan-14,Unprovoked,NEW ZEALAND,South Island,Spearfishing,Minor injury to left lower leg & heel,N
365,2014.01.04,04-Jan-14,Sea Disaster,JAPAN,Okinawa Prefecture,Sea disaster,5 cm bite to left foot,N
366,2014.00.00,2014,Boat,NEW ZEALAND,,Filming a documentary,"No injury to occupants, shark nudged and bit boat",N
367,2013.12.25,25-Dec-13,Unprovoked,NEW CALEDONIA,North Province,Snorkeling,Leg bitten,N
368,2013.12.16,16-Dec-13,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,Injuries to left thigh,N
369,2013.12.13,13-Dec-13,Unprovoked,KIRIBATI,740 miles SE of Tarawa Atoll,Attempting to remove fishing net from submerged object,Severe injury to arm,N
370,2013.12.11,11-Dec-13,Unprovoked,USA,Hawaii,Boogie boarding,Lacerations to right hand & knee,N
371,2013.12.10,10-Dec-13,Unprovoked,USA,Florida,Surfing,Right foot bitten,N
372,2013.12.05,05-Dec-13,Unprovoked,AUSTRALIA,New South Wales,Surfing,"Puncture wounds to hand, laceration to leg",N
373,2013.12.02,02-Dec-13,Unprovoked,USA,Hawaii,Kayaking / Fishing,FATAL,Y
374,2013.11.30,30-Nov-13,Unprovoked,AUSTRALIA,New South Wales,Body boarding,FATAL,Y
375,2013.11.29,29-Nov-13,Unprovoked,USA,Hawaii,Snorkeling,Right calf bitten,N
376,2013.11.23.a,23-Nov-13,Unprovoked,AUSTRALIA,Western Australia,Surfing,FATAL,Y
377,2013.11.22,22-Nov-13,Unprovoked,USA,Oregon,Surfing,"No injury, board bitten",N
378,2013.11.12,12-Nov-13,Unprovoked,AUSTRALIA,Western Australia,Surfing,"No injury, board bumped by shark",N
379,2013.11.10,10-Nov-13,Provoked,BAHAMAS,,Shark fishing,Injuries to arm & leg by hooked shark   PROVOKED INCIDENT,N
380,2013.11.07.b,07-Nov-13,Unprovoked,USA,New Jersey,Body boarding,"No injury, swim fin bitten",N
381,2013.11.07.a,07-Nov-13,Unprovoked,USA,Florida,Surfing,Foot bitten,N
382,2013.10.31,31-Oct-13,Unprovoked,USA,Hawaii,Kiteboarding,Severe bite to right calf & anklel,N
383,2013.10.28,28-Oct-13,Unprovoked,AUSTRALIA,Western Australia,Snorkeling,Lacerations to right arm,N
384,2013.10.26.b,26-Oct-13,Unprovoked,REUNION,dÉtang-Salé,Body boarding,Right leg severed,N
385,2013.10.26.a,26-Oct-13,Unprovoked,AUSTRALIA,Western Australia,Diving for crayfish,"No injury, swim fin shredded",N
386,2013.10.24,24-Oct-13,Unprovoked,AUSTRALIA,New South Wales,Surfing,Injuries to right foot,N
387,2013.10.23,23-Oct-13,Unprovoked,USA,Hawaii,Diving ,"3"" laceration to left hip",N
388,2013.10.20,20-Oct-13,Unprovoked,USA,Hawaii,Surfing,"No injury, shark bit surfboard",N
389,2013.10.19,19-Oct-13,Unprovoked,USA,Florida,Wading,Bitten on left calf & foot,N
390,2013.10.11,11-Oct-13,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming / snorkeling,FATAL,Y
391,2013.10.08,08-Oct-13,Unprovoked,AUSTRALIA,Western Australia,Diving for Abalone,"Injuries to torso, head and face",N
392,2013.10.05,06-Oct-13,Unprovoked,USA,California,Surfing,Laceration to thigh,N
393,2013.10.05,10-Oct-13,Unprovoked,USA,Florida,Wading,Lacerations to  right forearm,N
394,2013.09.29.b,29-Sep-13,Unprovoked,USA,Florida,Surfing,Lacerations to hand,N
395,2013.09.29.a,29-Sep-13,Provoked,ISRAEL,Southern District,Diving,Hand bitten PROVOKED INCIDENT,N
396,2013.09.25, 25-Sep-2013,Unprovoked,USA,Florida,Standing,Laceration and puncture wounds to ankle,N
397,2013.09.21.b, 21-Sep-2013,Unprovoked,USA,Florida,Swimming,Lacerations to right foot,N
398,2013.09.21.a, 21-Sep-2013,Unprovoked,USA,Florida,Surfing,Lacerations to left foream,N
399,2013.09.14, 14-Sep-2013,Unprovoked,USA,Florida,Swimming,Lacerations to right foot,N
400,2013.09.12, 12-Sep-2013,Unprovoked,USA,Florida,Surfing,Heel bitten,N
401,2013.09.08,08-Sep-13,Unprovoked,USA,South Carolina,,No details,UNKNOWN
402,2013.09.07.b, 07-Sep-2013,Provoked,USA,Florida,Surfing,Foot bitten when he accidentally jumped onto the shark PROVOKED INCIDENT,N
403,2013.09.07.a, 07-Sep-2013,Unprovoked,USA,Florida,Standing,"Minor injury, shin bitten",N
404,2013.09.02, 02-Sep-2013,Unprovoked,USA,Florida,Swimming,Shoulder bitten,N
405,2013.09.01.c, 01-Sep-2013,Provoked,USA,Florida,,Arm bitten by captive shark PROVOKED INCIDENT,N
406,2013.09.01.b, 01-Sep-2013,Unprovoked,BAHAMAS,,,Leg injured,N
407,2013.09.01.a, 01-Sep-2013,Unprovoked,USA,Florida,Casting a net,Lacerations to left calf,N
408,2013.08.31.b,31-Aug-13,Unprovoked,BAHAMAS,,Spearfishing,Lower left leg bitten,N
409,2013.08.31.a,31-Aug-13,Unprovoked,USA,California,Swimming,Foot bitten,N
410,2013.08.29,29-Aug-13,Invalid,USA,California,Marathon swimming,"Puncture wound to torso. Reported as a bite by a leopard shark, the tooth fragment appears to be that of a bony fish",N
411,2013.08.26,26-Aug-13,Provoked,FRANCE,Bay of Biscay,Longline fishing for sharks,Laceration to right arm from hooked shark  PROVOKED INCIDENT,N
412,2013.08.25.b, 25-Aug-2013,Unprovoked,USA,Florida,Boogie boarding,Minor injury to left lower leg & heel,N
413,2013.08.25, 25-Aug-2013,Unprovoked,AUSTRALIA,New South Wales,Wrangling a shark,Lacerations to left forearm,N
414,2013.08.18, 18-Aug-2013,Unprovoked,USA,Hawaii,Surfing,Lacerations to buttocks & thigh,N
415,2013.08.17,17-Aug-13,Unprovoked,USA,California,Surfing,"No injury, shark bumped surfboard",N
416,2013.08.14, 14-Aug-2013,Unprovoked,USA,Hawaii,Snorkeling,FATAL,Y
417,2013.08.13, 13-Aug-2013,Unprovoked,USA,Hawaii,Kiteboarding,No injury & not on board. Board adrift when bitten by shark,N
418,2013.08.11,11-Aug-13,Unprovoked,USA,South Carolina,Surfing,"No injury, shark became entangled in his surfboard leash",N
419,2013.08.08.R,Reported 08-Aug-2013,Unprovoked,SOUTH AFRICA,,Attempting to free the shark,"Unknown, but survived",N
420,2013.08.05, 05-Aug-2013,Unprovoked,USA,Florida,Fishing,Minor injury to foot & shin,N
421,2013.07.31,  31-Jul-2013,Unprovoked,USA,Hawaii,Snorkeling,"Lacerations to hand, face and torso",N
422,2013.07.30,  30-Jul-2013,Unprovoked,USA,South Carolina,Swimming,Foot bitten,N
423,2013.07.29.c,28-Jul-13,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,Leg bitten,N
424,2013.07.29.b,  29-Jul-2013,Unprovoked,MEXICO,Quintana Roo,Wading,Hip bitten,N
425,2013.07.29.a,  29-Jul-2013,Unprovoked,USA,Hawaii,Surfing,Lower leg bitten,N
426,2013.07.28.b,28-Jul-13,Unprovoked,BAHAMAS,Exuma Islands,Cleaning fish,Bitten on left hand,N
427,2013.07.28.a,28-Jul-13,Unprovoked,BAHAMAS,Abaco Islands,Diving,Bitten on rear lower extremities,N
428,2013.07.22,    22-Jul-2013,Unprovoked,BRAZIL,Pernambuco,Swimming,FATAL,Y
429,2013.07.19,19-Jul-13,Unprovoked,USA,Alabama,Walking in surf,Lacerations and abrasions to foot and ankle,N
430,2013.07.17.R,Reported 17-Jul-2013,Unprovoked,USA,Florida,Swimming ,4 cuts to posterior calf,N
431,2013.07.15,15-Jul-13,Unprovoked,REUNION,Saint-Paul,Swimming & snorkeling,FATAL,Y
432,2013.07.14,14-Jul-13,Unprovoked,DIEGO GARCIA,,Swimming,FATAL,Y
433,2013.07.11,11-Jul-13,Unprovoked,USA,North Carolina,Wading,Right foot bitten,N
434,2013.07.09,07-Jul-13,Invalid,SPAIN,Catalonia,Swimming,"Scrape to right forearm. Frennet says inflicted by a blue shark, but authorities question shark involvement",N
435,2013.07.02,02-Jul-13,Unprovoked,AUSTRALIA,Victoria,Body surfing,"No injury, holes in wetsuit ",N
436,2013.06.30,30-Jun-13,Unprovoked,TAIWAN,Taitung ,Fishing,Right thigh bitten,N
437,2013.06.27,27-Jun-13,Invalid,JAMAICA,Kingston Parish,,Probable drowning with post-mortem bites,Y
438,2013.06.25.c,25-Jun-13,Unprovoked,USA,California,Kayaking / Fishing,"No injury, kayak scratched",N
439,2013.06.25.b,25-Jun-13,Unprovoked,USA,Florida,Swimming,Lacerations to left foot,N
440,2013.06.25.a,25-Jun-13,Unprovoked,USA,South Carolina,Swimming,"Bitten on lower right leg, reported as a minor injury",N
441,2013.06.18,18-Jun-13,Unprovoked,USA,Hawaii,Swimming,Right thigh & calf bitten,N
442,2013.06.17,17-Jun-13,Unprovoked,USA,Texas,Swimming,Left leg & hand bitten,N
443,2013.06.16,16-Jun-13,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,Lacerations to knee,N
444,2013.06.15,15-Jun-13,Unprovoked,USA,Florida,Surfing,Lacerations to left ankle,N
445,2013.06.14.R,Reported 14-Jun-2013,Unprovoked,USA,South Carolina,Boogie Boarding,Puncture marks to hand,N
446,2013.06.06.b,06-Jun-13,Provoked,USA,Florida,Fishing for sharks,Left hand bitten as he attempted to remove hook from shark PROVOKED INCIDENT,N
447,2013.06.06.a,06-Jun-13,Unprovoked,AUSTRALIA,New South Wales,Surfing,"No injury, board damaged",N
448,2013.05.27.b,27-May-13,Unprovoked,USA,Hawaii,Diving,Lacerations to right hand,N
